createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
05/19/2022 16:51:47,motionshot,11,9mm,0,v0.96.6.1-3717,74.71265,50,73,61,78,89,91,89,78,795.455318603515,787.68371242947,682.636539459229,555.032595316569,792.295095590445,903.1513671875,923.989562988281,936.778991699219,912.78583873402,76,87,1.08481836,65,
05/19/2022 16:50:39,motionshot,11,9mm,0,v0.96.6.1-3717,73.3333359,57,64,90,69,100,53,75,100,800.799292899467,901.372218540737,693.836995442708,716.786522498498,702.110809326172,822.257161458333,826.056143624442,970.141764322917,856.228912353516,74,90,1.10157,66,
05/18/2022 17:31:50,motionshot,11,9mm,0,v0.96.6.1-3717,77.65958,100,78,86,54,71,74,90,82,741.806138038635,844.370556171124,516.867290496826,849.782913208008,517.795532226563,734.140967735877,688.482482910156,936.327933175223,827.773326200597,80,94,1.218363,73,
05/18/2022 17:30:39,motionshot,11,9mm,0,v0.96.6.1-3717,73.26733,82,75,62,67,88,100,57,64,734.359617821964,572.205311168324,826.200956726074,649.876270294189,628.095217895508,828.933755727915,692.123282296317,858.946914672852,782.451542445591,82,101,1.23516834,74,
05/18/2022 17:29:29,motionshot,11,9mm,0,v0.96.6.1-3717,75.2688141,85,57,80,78,57,89,86,64,752.414161392405,726.184645432692,693.942367553711,595.697166442871,632.935684204102,960.851485188802,730.500508626302,879.69091796875,710.64198811849,80,93,1.16834414,70,
05/18/2022 17:28:12,motionshot,11,9mm,0,v0.96.6.1-3717,79.2682953,82,92,70,71,83,92,67,75,805.680126242442,731.367172241211,693.849530306729,658.02787562779,886.572204589844,834.346946022727,754.939196777344,1017.08518763951,886.29723249163,74,82,1.0848695,65,
05/18/2022 17:27:05,motionshot,11,9mm,0,v0.96.6.1-3717,75.86207,64,79,75,83,71,73,86,78,783.213568838019,743.809366079477,693.629185994466,671.223546808416,700.341108534071,984.88906582919,873.430679321289,974.969370524089,766.731158447266,76,87,1.10157669,66,
05/18/2022 02:40:49,motionshot,11,9mm,0,v0.96.6.1-3717,77.38096,70,64,85,100,100,75,67,75,785.61598836263,822.004630348899,647.281016956676,680.738481309679,670.394800359553,836.937353515625,754.020812988281,1049.07509613037,852.835927327474,76,84,1.08495474,65,
05/18/2022 02:39:40,motionshot,11,9mm,0,v0.96.6.1-3717,72.52747,82,88,70,33,70,85,78,58,773.204740053648,788.621870774489,634.212912819602,541.712222629123,822.391876220703,879.710261027018,935.655676269531,860.543962751116,801.352017916166,78,91,1.10150826,66,
05/18/2022 02:38:22,motionshot,11,9mm,0,v0.96.6.1-3717,82.558136,78,58,86,100,100,77,85,89,770.671259892451,691.611929757255,651.500408172607,650.182864379883,788.785437950721,796.733276367188,925.457824707031,931.258984375,814.882368977865,78,86,1.18498659,71,
